text,sentiment
Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,neutral
gotta shower then go apply for more jobs  hopefully no creepy old men will be working again today *shudder*,neutral
Still bored but not long now till the next tour date,neutral
back from lunch and it`s pouring rain! ugh  ohh well at least it gets me into a Death Cab For Cutie mood!,positive
I`m sad Twits!  I`m going to miss  musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them!,neutral
 you and  are both baitersss  hope tonight is fun!,positive
"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP",negative
"Oh, but Grease is on VH1! It`s almost over, though  http://myloc.me/2215",neutral
 NOOOOOOO!!!!!!!!!!!!! why in july? im gonna be back home  NOOOOOOOOOOO!!!!!!!!!,negative
 Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg,positive
"the next 2 weeks, exam wise, are AWFUL. there are 8 exams and I don`t see how I can adequately revise all of them  I care least about...",negative
It`s Friday and I don`t have a job for the weekend,neutral
" Hey, you!! ;) Call me this week!! Gotta go hang out ... could use the de-stress!!",neutral
"wow, nothing like a sale to perk up a girl`s evening, huh!",positive
 I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,positive
"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great",positive
 Oh my goodness!  How AWFUL,neutral
"is boiling in the office, air con any1 ?",neutral
"I`m going through withdrawls,  missing someone!!!!",negative
can`t keep eyes open....*shuts eyes*,neutral
Mother`s Day has been good for me,positive
" all work, no play.",neutral
" did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",negative
"  That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!",neutral
Early(ish) night tonight - I`m doing overtime at work tomorrow again  boo for working on a Saturday!,negative
"For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0",positive
"Buffett Lambastes Bankers, Insurers for ï¿½Greed,ï¿½ ï¿½Stupidityï¿½ http://is.gd/wyAB",neutral
Doin the **** Thing Here at the Crib..Bout to Watch Star Trek... Yup,neutral
At work I don`t like today its nasty outside  can`t wait to get home today and clean my house!,negative
IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,negative
grrh my phone (brand new might i add) keep just switching itself off and others are saying theirs does the same,negative
michelle is a hot mama with chichis grande,neutral
" You got it! YAAAY!!! I was really worried your phone wouldn`t fit, so glad it does!  Happy Mother`s Day, lol!",positive
"TodaY was better. My Panda can eally cheer me up. I dont know, I am Happy, Like the legit happy.",positive
"Feels really sick. Just puked my guts out.    help, please.",negative
There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,neutral
" for cervical cancer, I have to get 2 more",neutral
Last night in Chicago!  Making it one for the record books. Wrigley most likely? See you there?!,neutral
"Morning twitties! Heading to college, just back from the docs, god I`m hungry  streching my ears again today! 10mm ;) payday I love you!",positive
"Its raining cats and dogs here, in Mysore! Thankfully, no pigs/swines!",positive
"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on",positive
"Use twitter, quit life",neutral
 have a lovely weekend,positive
watching little bear,neutral
Traffic jams are rubbish. Anyone know what`s going on on the A48 between Cowbridge and Cardiff? We`re stuck both directions,neutral
"Ach I`m back on t`internet, and  has to go drive her mate somewhere so is w`out internet",neutral
Gonna miss my gurl while shes on her honeymoon,negative
 thanks love ) btw happy mother`s day to your mom,positive
Okayyy  you can read it to me cause then I`ll feel special haha.,positive
"_by_spork haha I like it anyway, although i miss the spork in the pic... where did it go?",positive
is off to somewhere.,neutral
" last time I looked, they were about 400. They gave us a demo, so cool",positive
 and i got hello kitty tattoos!  she`s a ballerina and i`m a ladybug,neutral
 If it makes you feel any better.. My Saturday night is lame as well. I heart you,neutral
omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!,negative
 ur there when I`m not  lol,neutral
Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep,neutral
 is work next door sucking again,negative
gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,negative
" wow 41,000 now....your really kickin` Carey`s butt with this competition! See you both very soon!",positive
Why are money problems so bad these days,negative
    the hills is gunna be so different!! gl with your designing etc.,positive
" good **** homie, hahahahaha thats what im talkin about  ;)",positive
 Poor dear. Your fellow **** mavens have been there.  What gym do you belong to? PEAC?,negative
 looool .. me 2 !! ana i will vote 7ag ele ye6le3ni taqa3od now,neutral
Now I`m at a doppppe rock show in the LES .. Moshie moshhhh pit  http://twitpic.com/4wkhi,neutral
Got the sniffles   I SO don`t want to get sick - I don`t need this.,positive
 i HaVe 2 Get OuT This HoUse,neutral
 indeed,neutral
 awe thanks,positive
Finally home  Gonna hit the hay n sleep till noon lol,positive
Getting ready for a going-away dessert reception for a colleague who`s off to grad school.,neutral
The frank black (and his wifey) show was aaaaaaaaaamazing  sd trip is made!,positive
" lolzz @ public script, wait  - n- watch",neutral
Morning  don`t ask me why I`m up so early,neutral
says again.. happy mothers day to all your moms  http://plurk.com/p/svdsh,positive
It just occured to me..... tonight is Cheri`s Prom Night......I was suppose to go with her...... 970 miles makes that kind of difficult.,negative
 I realised when I got home that I left mine in your fridge - you`re welcome to have it if you like.,positive
"chatting with some of my old classmates, hellyeah fun but we have some of very weird conversation haha.  hello? bbm lo error ya?",neutral
is tired and about to go to sleep. night everyone,negative
GAWD!. If only that dream actually happened last night....,neutral
Had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*,positive
Our kids are both in a Derbyshire schools string concert at the Buxton Opera House today. They`re both quite excited,positive
has a good heart... or so says the doctor. Except that the doctor won`t be in until Tuesday afternoon to put that in writing....,neutral
mmmm chocky cake in the oven.. smells delicious,positive
http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.,positive
At Twin Peaks. High  Yay!,positive
"is back...been feeling ill and extremely busy all week. happy mother`s day, to all you mama`s out there",neutral
dont wanna work tonight,negative
I think Destiny has officially gone crazy... hahahaha,positive
", Heeeey dear! Finally found!",neutral
 I can`t stream videos on my phone,neutral
My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss him    http://twitpic.com/66pn1,neutral
" Yes, I`m originally from Argentina. And very `mystic` about that  ...ï¿½ bientï¿½t de te lire Quincy!",neutral
lol thats the highlight,positive
Right all strapped in and ready to go   http://twitpic.com/4jloj,neutral
 so seriously...I need a date to a wedding. Really dont wanna go alone. Its May 23rd...any chance?,negative
I have a stomach ache... Totally sucks,negative
" Wow, thats quite the trip!",neutral
"am hungry.. going to eat... catch up with you guys later & 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back",negative
Scratch that. Now we`re watching `marley and me`. Thinking I could stay awake better for this one.,neutral
 I was just about to put in '@' and then my username.. Wow.,positive
 and I`m not getting another one ... There`s only 1 alfie,negative
Hydro drive abandoned after three miles,neutral
 Rogï¿½rio Minotouro will fight now!,negative
Going to third,neutral
"_xo hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal",neutral
Market whn goes lower also problem and when it goes like a wild bull also problem,negative
5 and a half more hours of work  I wish I had something to do..,negative
_go you sure ?,neutral
why does it randomly hangup on me?,neutral
EOM......still at work,neutral
 Aw thank you. I suppose it`s a good thing since it means more tweeting.,positive
Greg back in the top 10. This is why I love Nascar.,positive
But he has an out of date script. That`s really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss.,negative
 like cheesecake brownies!!! i miss my cheesecake brownies... and the walmart closest to l.a. (to me) doesn`t have em,negative
"Good morning, everyone!",positive
 i no its so warm isnt it!! :O My arms are sore  Bad times. My face is a little red too :S,negative
"Well Done , Visteon Belfast, 2 years salary paid. Just shows what happens when you stand up for yourself",positive
happy mama`s day ladies!  have a good day.,positive
 Hang in there. I can be there in about three more hours.,neutral
 Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?,positive
 It`s fun to see that glimpse of your life,positive
http://bit.ly/wZK3o  <--- Paranoid. I actually like it better performed live rather than the studio version.,neutral
" Awesome! Saw you added me on MySpace, could you please >NOT< tag me in the photos there?  Thanks.",positive
 that and being so careless with her vocals.,negative
 she said no,neutral
 thanks I`ll check it out! i`ll be staying a Thursday night though,positive
Being followed by compliance.  Great.   Have to watch what I say now.,positive
Happy Mother`s Daaay!!,positive
 Oh ok..we`re supposed to be going to see Star Trek on Sun for Daves b/day...at least it`s not Shatner,neutral
" I really should put up a pic, I guess.",neutral
 Not really stuck on F1.. but as the weather is here today I might just stay in and watch it.,neutral
good morning! off to the gym I go,positive
" Oh man, that sucks  I`m sorry, doll.",negative
Ecaytrade people who said you`d come by stuff at 6:30..where are you ? Bugs me when people no-show,neutral
"With that said, I`m out til later. Enjoy your day everyone!",positive
wishes he could be with that special someone....,positive
"On the airport in Philadelphia at the moment, waiting for the plane to leave in about an hour. Just six more hours on a plane",neutral
Pshh i dont have it,negative
_ yeah,neutral
"well it`s not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",neutral
According to Marco smoking weed makes you philosophical.... I consider myself philosophical. In the shower.,neutral
Startin to get a head ache!!!! Uuuggghh!!!,negative
 it was only once for my big brother...and I`m done now,neutral
first time in weeks to see the clear blue sky,neutral
Yay for having a giant headache  stupid glasses.,negative
it`s after 3 AM.!!  I think it`s time to bed.!!  have a good night twitts.! ;)),positive
 ah. I lived all over the Baltimore/DC suburbs the last 5 yes then finally made it back to my home state,neutral
"Been sick all week and still not feeling so well, can`t go to Lena`s cook-out  Gunna spend some time with the fam!",negative
Finished up cleaning my desk at least. . . office is looking empty. . .almost time to be in the car for 1 1/2!  #fb,neutral
 oh oh oh are you offering to send ducks!  I love love love confit duck,positive
"No more drinking for Harm   Doc is convinced that it`s the cause of my PCVs (look it up).Told not to stop smoking just yet, that will come",neutral
ah **** ... my chest hurts now,negative
"holiday time | got my grizzly bears cd, bit it wont read  | adventures tomorrow | swine flu is scaring me | i still have a cold",neutral
Enjoying 'Gears of War' on my PC ! This game is really gooooood,positive
_Pritchard how come i dont see more of u? how come i dont see u at all is a better question lol. that needs to change mister! im sad,negative
" Luke M here, thanks Ps Chris! Ur husband is pretty cool I reckon! Sorry u were feeling sick and hope you feel better soon!",neutral
_mit_glee It is confusing and flippin expensive,negative
"has gone through about 6 tea bags , call me obbsessed , i say thirsty",neutral
mothers day drama was awesome!,positive
"neighborhood research today, Day 1 of 5....and a little bit of shopping",neutral
 Go for it!!,neutral
I bruised my toe worse than my I did my finger. It **** hurts right now even with ice on it,negative
is looking for a job,neutral
I`m so sorry Drace  this sucks so bad,negative
I just woke up. My teeth really hurt from my rubber bands,negative
Love the 3 mile 3AM runs. They make me smile,positive
Wedding..,neutral
the grates & children collide tonight,neutral
At work  oh no it`s the first day of monthly visitor ahhhhhh,neutral
The computers and the Ethernet at school are so slow!,negative
happy mothers day!  <3,positive
My twitter is on c r a c k,negative
Having a great chat with a friend. He`s totally putting my mind at ease,positive
"Still @ hospital, unexpected complications",neutral
I`m not sleeping at all until  accepts my appology,negative
Well hello twitters,positive
Just found out - http://tinyurl.com/qlrcec - the **** frenchies have set a precedent,neutral
"Happy Friday Dance, no rain and I`m about outta here..till 2morrow  I sat the saturday morning shift, but its still all good",positive
Im so just heading home,neutral
 i was watchin tv yesterday and the media is on u. u were number five i think for worst beach bodies because of ur butt,negative
" Happy Birthday, David",positive
ugh. trying to respond to all of the emails/voicemails/facebook messages that I missed while out of town. this could be a while,negative
 Yeaa i`m so sad i`ve watched her live performances in Peru etc and they are EPIC!   I wish she`d just come to N.I! lol xo,neutral
hungraaaaaaaaay. i`ll just eat. don`t go away Twitter!  LUNCH.,neutral
 You`re not here. I hope you`re still resting.  I don`t want you to be stressed.,positive
 He needs to go back to his Scotty. That is what he was using when he won last year,positive
" if our office bldg. sells we will move to another smaller one that we own, but will lose the gym",negative
CRYING CUZ PEOPLE WONT FOLLOW ME!!!!!!!,negative
 I just watched that episode again last night.,neutral
 i bet they did  some people have no ideia or standards  have a lovely time the pair of you,neutral
"* News Flash * MegaRedPacket, Your Instant Internet Empire (Early Bird Launch) check this DEAL out   http://mega-redpacket.com",neutral
 I absolutely LOVE you.  Thanks,positive
Don`t 4 get to call your moms tomorrow...mothers day,neutral
" not so awesome now, huh? LOL",neutral
new favorite group has to be J*Davey Hi&Low is my ****. why don`t the really flygroups come to Miami hell Florida? And no Rock The Bells,neutral
"Gotta get up early to spend some time with my mommy before I go to work, so I`m off to bed. Goodnight twitter",positive
 ur gonna be missed you know  but i hope things will be better for you,neutral
excited how the jon does will do today  Good luck guys ;),positive
Exam 1 today. Going to get my license renewed  The birthday is getting closer!,neutral
 man i missed it!! Ive been waitn all day 4 u 2 giv the tix away & then whn im rappn up @ wrk u gav my tix away! Im sad!,negative
 boo  you can come over and we`ll watch telenovelas and braid each others hair.,neutral
Whew! I literally shopped till I dropped....and sprained my ankle.  Ugh...do you see the sacrifices I make for you??,negative
brought some new glass for my camera,neutral
wating for the next metal gear,neutral
 whyd u feel awful after last night?,negative
 weekend is going great  Yours?,positive
 I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,negative
projects suck,negative
ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,negative
I should be paying my bills and not playing on here.,neutral
 wtf pogs are back too?,negative
t`internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request,neutral
"You know... time was, you could look at a Web page`s source code and figure out how it worked. Now it takes a lot more effort.",neutral
can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,negative
"your the voice i hear inside my head, the reason that i`m singing, i gotta find you, i need to find you",neutral
 Wish you were doing one in San Francisco!,neutral
 man i cant go on sunday cause im helping out all day at the piano recital. this sucks,negative
" forgot to answer your kindle question yesterday. honestly, haven`t used it much. have two paperback books i want 2 read first.",negative
" I hope you had fun in Canada  don`t worry you`ll see then again this summer,",positive
puppy I wanted was adopted yesterday  I guess my dogs don`t get a little brother anytime soon. but at least he isn`t in a shelter now,neutral
" haha what can i say, you`re a great teacher!! you learned from the best... Hannah Montana",positive
Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,negative
Goodmorning World,positive
Finally i have finished my tec recipe card and i feel somewhat accomplished,positive
I LOVE TWILIGHT !!!,positive
"hanging out with Rex, missing Alabama and my Nanna already...",negative
Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO`s $7 wifi is garbage.,negative
 meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/,negative
scratchy scratchy throat. warm fluids needed,negative
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,negative
"think I`m gonna start writing a proper blog, can anyone recommend any good blog host thingys?",positive
" I`m sorry you aren`t having a good day.  cheer up though, your day doesn`t define you...",neutral
Sunburnt  Gutted! Hope it`s faded by tmw!,negative
is going to be in Texas in 15 days!!! eeekkkk!!!,neutral
time to get to work. i`m already starting the day off bad. missed the UP screening  this morning at the el capitan,negative
Watching the CAVS!!!!!,neutral
"[H]ouse starts on Sunday and I`m sad as I can`t afford Sky,",negative
Obama is the ish!!!!  he is funny!,positive
 Pad Thai is my favourite,positive
 I have no IPhone (poor credit!).    But I cannot live without my cell phone! I am on mass transit every day!,negative
 awww  omg garbo fake playing during one of the songs!!! haha,negative
"have to stay away from home, and since this part of india dnt hav gud wireless internet, im ****",negative
 I have yet to even get out to play this year  soon I hope!,neutral
 Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?,neutral
" Planet Fitness on Van Wyck, keep hearing all the homies tell me bout it, plus its close to the hood, u know my lazzzy ****!",negative
Goodnight peoples!,positive
 cool  that`s good. You back on trains for a while?,positive
I believe a man died in a car wreck today just right down the road.  It happened at 12 and at 2 he was still in the car.,negative
My dad just told me that he wants to put me up for sale on craigslist,negative
 I know. But it won`t be the same,neutral
Go Canada they made Nikkie Payne #1 comic well she is soo yeah but she is only funny to pervs or teens or people in my family,positive
 thats great I`ll make sure I get a copy,positive
"just got back from the ER... i cut myself while trying to cook a nice lunch  3 stiches on my right index finger, talk about ouchie",negative
 lol. thanks babe!,positive
I also have to make space on my computer for the game. I don`t meet the minimum requirements for Sims 3 at the moment,neutral
thanks for the raspberry-Laced Vanilla Cake,positive
wtf?! my tweets aren`t posting   super excited about the weekend! <3jfg.,negative
I think my modem failed-having pc withdrawals..,negative
 Today was fun  <333,positive
"Pictures of Cassie from the Crawfish Boil make me smile real big  Also, my desktop is still fail. Ultimate fail. It hates me.",neutral
They raised the prices at work which means people are tipping less. Yay,negative
o ok..im jealous..i wish I was in bed,neutral
 PRETTY! I hope I win,positive
 i miss yoooooooou my poia,negative
"CCï¿½s video for Long Gone premiers today on yahoo, dont miss it: http://new.music.yahoo.com/videos/premieres/ AWESOME video and version",positive
"Ugh.. apparantly doc authorized my refills on tuesday (and ready to be picked up), but the order status online still says waiting review.",negative
 romance zero is funny,positive
Ok so 4 needs to hurry up and come wtf I wanna go hooooommmeeee!,negative
 That`s great news,positive
" In other words, a perfect run, right?",positive
"Am good thanks, what`s Miami saying? How come u wrote to me?",positive
FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.,neutral
not well,negative
 I so wish I could go to your blogging bootcamp in Knoxville this coming week! I`m so close but yet so far.,neutral
"on my way to get some Maggie Moos Peanut Butter Galaxy, then home! thank god this week is done. 4 meetings in 1 day!!!!",positive
everyone has left me and gone to bed,negative
First time I`m going home early  sucks to b single no one to call,negative
_Henrie how are you?what are you doing?answer me plz,neutral
is the luckiest girl in the world <3,positive
right. coursework now. PROMISE,neutral
 i didnt think the vid was hoeish i actually love it.it was so nasty  lol,neutral
   Oh Duh....I see that now .....thank you....,positive
_O Awesome! My family owns it...The Flowers.. and we love having your kids there! They seem to have lots of fun!!,positive
" woo! I was at whole earth tonight, maybe tomorrow some, let me know if you come back. Yay for wikipedia",neutral
Licking chocolate crumbs off a Twirl wrapper like Zammo on smack,neutral
" If y`all say so, I trust you on that one",neutral
heading out to the park with the kids - hope it does not rain -looking cloudy?,positive
" Hi man, yeah I so wanna go, but I`m on Maui  #liloven",negative
"My goodness! Another hit, another run!!!",positive
 thank you for the re-tweet,positive
 where`s the UK love?!,neutral
thank/ u guys so so much for helping me out on the followers thing! but im probably not gonna win cause i dont have 100 followers yet!,positive
 Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),neutral
 heey  your awsome. god bless.,positive
"Urghh, I`m gonna do my project now  don`t wanna waste valuable weekend time",positive
this is what i think about the world  at hannah montana set.... im missing tennessee ALOT today,negative
going to second morning of the day... just sleeping for 3-4 hours,neutral
"  Jane Austen`s books!,    Pride and Prejudice & Emma are great!!, Also  Northanger Abbey!",positive
" Didn`t think of that.  Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.",negative
I hate it when Trevor drives,negative
_always3 okay well thank you you are so beautiful too,positive
_ listen to FTSK  they stop my bordum  haha how was your day? finished crying about Harold? ha ****,negative
So I get up early and I feel good about the day. I walk to work and I`m feeling alright. But guess what... I don`t work today.,positive
liz just left  aww it was so good to see her.,positive
" Also, I am technologically challenged and have a cell phone that only makes phone calls.  Can`t #tweetb4Ueat",neutral
 yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...,negative
"Choir assembly was bad  it`s **** hot, yay!",negative
"missing my man, two months is so long to not see him",negative
i get a message that my account is suspended as far as i know i haven`t violated any terms contacting twitter now..,negative
Why don`t we close the library due to the great weather?  And the ac isn`t working  #fb,positive
 thanks + agree  http://bit.ly/7vIKc,positive
 soooo jelous of you right now,negative
Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,neutral
decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,positive
Heading home after a long week. Wish someone onther than marketers would follow me,positive
O dnt even like wearing  my skinny jean no more cuz of yall **** **** ni99as...,negative
 Wow! I am impressed Pastor Lucas! Great work!!!,positive
" Awhhh age doesn`t matter, you awesome lady you!",positive
_Yours13 I`m not at home with my cats right now!,neutral
" heh, i meant differences between b3 and b4",neutral
 I hear you   Any time earlier than 11am is just mean!,negative
boy don`t try to front i-i know just-just what you are-are-are,neutral
"Time to add some more RFID-ed object to send messages to Twitter everytime I use them - 2 more coffee cups, Armani Code, Pantone 109 mug",neutral
 Have a good day,positive
I feel like... I`m not gonna make it this year,negative
Just found out I can`t drink at this bar! Booo missing e1 at palomino`s! No cheers sad face,negative
 OMG are u still naked 1313 XDD omg i miss you so muuch,negative
 goodmorning/night to you too! sleep well,positive
  is there anything Brian or I can do?,neutral
On my way to lake geneva and I miss my laura,negative
 wow that is a great list... Now i need to shop,positive
" Hmmm...chinese delivery it is. Altho, how will I order? I CAN`T TALK!",negative
 thanks 4 the folow,positive
Happy mother`s day ,positive
wow...you leave facebook alone for the weekend and get 60 new notifications. WHEW!,positive
- im hungry...but there`s no food at mah house.,negative
tonights a great night for sports. the yanks and lakers are both playing. i want to watch the games but im still scared to drink.,neutral
: sorry forgot that,negative
 hey ive seen the musical live its funny lol,positive
going to bed happy mothers day people,positive
Going to the Chiro to see what is wrong with my bum ankle.,negative
Happy May Bank Holiday British Peeps,positive
"aww, jon ryan bob and greta in one picture? how adorable  and it brightens my morning, ty jon walker",positive
" I usually do if there is choice, but I am lucky in that most foods I love are generally very healthy (except ice cream!!).",positive
 Thanks so much for following! The Muse has much gratitude and wishes you a magnificent & productive start to your day!,positive
 not yet. im still loading it.  have you?,neutral
Another day I haven`t got time to play plus it`s raining and chilly And also have a headache - WTH? . . going back to sulking mode.,negative
" Yep, exactly   And I`m really sad about this tour...I know I`m gonna cry at my last M&G....",negative
 you need to follow me so I could send you a direct message.,neutral
  tee we beefin....what was u supposed to do before leavin????,neutral
You can`t spell #melo without e m and o...  <3 to my favorite blogging site.,positive
 So who`s going to win the Heineken Cup?  Just need to know who *not* to bet on,neutral
 movie out today but i cant go see it,negative
I am so happy. Keve is here for early Mother`s day. Let`s be quiet. He drove all night and is sleeping.,positive
 wish i was but im in chicago,negative
 Thanks! I know.,positive
 YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha  it`ll be bangin! We gotta hang out chick,positive
got an ear infection...man that **** hurts!,negative
 ohh I was so confused!:p I haven`t seen it. It`s your favourite?,neutral
 nice! I wish twitter would tile mine,positive
"Off to meeting in Lincoln Square, bummer, no more free parking",negative
needs to escape from this town. getting ready. seeyuhhh.,neutral
 Europe sounds gr8! Will finish my exam on Teus and then we`ll  talk about it,positive
So bummed that I can`t see LTJ in June  hoping for a UK yoke soon,negative
" no prob, you have a sexy site there",neutral
" - no,  is buttfuck stupid. I`m just silly and forgetful",negative
epic fail with the chocolate fountain that got CLOGGED,negative
"Wicked, my DVB-S tuner card has arrived. Although not sure I`ll be able to get it all set up ready for the FA Cup final tomorrow",negative
Home Sweet Home by Carrie Underwood makes me sadd,negative
_reznor Trent don`t get mad at me but I keep thinking you`re pretending to be engaged for some reason,negative
 laptop has been handed over to the master. I will be getting it back next weekend - fingers crossed! Will let you know,neutral
grecia! its between mood & party! i wanna see him lol but we are going out fershure.,neutral
gah. how am i supposed to study when all i do is sneeze and get even more tired.,negative
 Ich will auch zu Pinkpop,neutral
 I love it. Tell me it didn`t match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?,positive
 Friends in Ent Industry have said it was really really good.  Hopefully I can convince my wife into a date night  #hhrs,positive
"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",neutral
" Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren`t there!",neutral
"_Griffin I spent yesterday nursing one of those, only replace Vodka with wine, and Japanese with posh dinner!",neutral
_coza  Yep. Live and learn,neutral
Is also having a lonely night.... Wishing she could go to Audun`s so that she doesn`t have that bad dream again...,neutral
Happy Mother`s Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j,positive
 i love those boys. i missed the chat yesterday  it was the firts & only one i`ll miss though! <333 Nick Jonas <3333,neutral
 He`s my boxing trainer. Although I think the bruise came from me hitting myself on something. Ow,negative
home from work today.....son is sick,negative
 Burst my bubble!,neutral
im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,neutral
" I`m sorry you`re feeling bad, hope you get better soon... you know, if the plague doesn`t getcha.",negative
I am doing Geography Revision on Earthquakes!  How Boring!!,negative
 it`s kind of hard to see a pic of a doggie if the pic doesn`t exist,negative
Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,positive
 thanks  scared of dentists.. looks like I am going to have to get over it and go,positive
Gettin home frm hangin with Herman,neutral
"Happy Mother`s day to allMothers, Cheers!!",positive
 he totally got you! ;) i think it`s awesome.,positive
Scrubs tonight (8.00pm). woo!,positive
princess_I have to pack up my house today.. ButIneedhelp,neutral
Rejecting all food substances.,negative
 my mom wants to lay. We`ll be there later. Probably a little after 10. And  I`m sorry you`re sick,negative
im so hungry and i have nothing to eat,negative
 I was in there earlier I`m not at home  I`m ok my iPod!,positive
"In bed now  tonight has been really really funny, best family ever !",positive
One lactose pill is not enough for coffee....oopse,neutral
enjoying this whole relaxation thing,positive
I am so bored.  My homework is done for my master`s program and It`s Friday nite wit nutin to do.,negative
 flo can spell antidisestablishmentarianism off the top of her head. wait i just did,neutral
" Hi Denis, when can we grab coffee?   would love to catch up with you.  Jordan",positive
Just got back from the grocery store. Now I`m starving and can`t find anything to eat!,negative
I dont like things getting confused. Seems to be happening alot lately,negative
It worked. Cool AND the gang!,positive
 heard you slutted it up! I`m totally jealz~ I missed it. Maybe next time!,negative
"good morning tweetie world.  have a great day, everyone.",positive
Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards,negative
I would love to sleep with pete Lmfao   jk,positive
 You realize you just did  a solid. Better than a full-page in the AJC.,positive
yo yo yo! i like ice cream,positive
 i just had pasta  from pizzahut.,neutral
 omg  when do they finish??,neutral
"The Rain Makes Me Sad. Its Like I Want To Kill myself,<-",negative
_Jo my mask is non-existent at the mo  Charis didn`t send me one & I haven`t been bothered to make one! I`m wearing boy clothes!,positive
  I kinda want to smack that darn skeleton though.,negative
 Really all that? I`ll look for it and will report back,neutral
 OMG....that is soooo sad.,negative
The apple keyboard is really cool. i want one. they used it in doctor who,positive
Watch Jay Leno tonite!!!  It`s his last day as the Tonite Show Host and  Late Nite Leader,neutral
 LOOOOL chips and ketchup ya waili 3alaiiik! Let`s have some fish fingers  I`m not too sure about baked beans though.,negative
 just clicked on your bio. You`re in Cantazaro!? Have been to Italy several times. But never Calabria!,neutral
is saving up `till HK.,neutral
" Thanks, I just found a article that say i cannot join you because i am in the UK though",positive
 Sounds like me,neutral
just dropped my biscuit in my tea,neutral
 I corrected myself,positive
 TY my friend. Yes ur right.... a daughter is a daughter forever.,positive
http://tinyurl.com/oqsqz6 Grace`s FunZen magic mood tool for keeping her cool in the pool of real life which is now yours too,positive
Going to sleep now goodnight!  xoxo,positive
  Happy Monday!!  Hope you have a great week!,positive
Hi CelebXXXVidsYH and AyBygW! Thanks for following,positive
 I thought it was pretty good! I`m not a die hard Trekkie either.,positive
" no I want too, but a couple of people said it wasnt good",neutral
  get well soon!,positive
 i think both ?s related to size depend on structures and system: hard to relay in tweet but worth blogging..good questions this am,positive
So tired,neutral
off to do some gardening and get lots of fresh air - i love Sundays,positive
Gonna have to have arthroscopy to repair my knee,negative
 heLLo tayLor.. just wanna say i`ve aLready voted 4 u i think 5 times..haha,neutral
 just pre-ordered your new album `Off The Deep End`. Been listening to `Permanent Heart` on repeat since.,neutral
_shields06 good job!  I wish i worked in a zoo,positive
